id	code	name	download_link	notes	filename	platform	n_details	ancestry_details	consortium	permissions	assembly	uk_biobank	ancestry	dependent_variable	sex	n_cases	n_controls	n_total	time_created	time_updated	reference_id	phenotype_id	category_id	category_name	phenotype	phenotype_type	pmid	year
216	COTI01	Cotinine	http://data.bris.ac.uk/datasets/182rhz19hg3lz1172a7yfcap9v/182rhz19hg3lz1172a7yfcap9v.zip	NA	Cotinine_GWAS.txt.gz	NA	NA	European	NA	FREE	NA	no	EUR	continuous	both	NA	NA	4548	2019-02-05 16:38:00	2019-02-05 16:38:00	73	138	7	mental and behavioural	cotinine	biomarker	26833182	2016
217	CROH01	Crohn's disease	ftp://ftp.sanger.ac.uk/pub/consortia/ibdgenetics/iibdgc-trans-ancestry-filtered-summary-stats.tgz	NA	EUR.CD.gwas_info03_filtered.assoc.gz	NA	NA	European	IBDGC	FREE	GRCh37/hg19	no	EUR	binary	both	5956	14927	20883	2019-02-05 16:38:00	2019-02-05 16:38:00	60	64	2	autoimmune	crohn disease	disorder	26192919	2015
218	CROS01	Cross-psychiatric disorders (ADHD, autism, bipolar disorder, and schizophrenia)	http://www.med.unc.edu/pgc/files/resultfiles/pgc.cross.full.2013-03.zip	NA	pgc.cross.full.2013-03.txt.gz	NA	NA	European	PGC	FREE	NCBI36/hg18	no	EUR	binary	both	33332	27888	61220	2019-02-05 16:38:00	2019-02-05 16:38:00	28	148	7	mental and behavioural	cross-psychiatric disorders	disorder	23453885	2013
654	CRPR01	C-reactive protein (CRP)			CRP_sumstats_n.txt.gz					FREE TO UKBB	NA	no	EUR	continuous	both	NA	NA	148168	2019-04-26 10:55:16	2020-02-19 17:15:37	136	380	3	blood	c-reactive protein (CRP)	biomarker	30388399	2018
219	DEPR01	Major depressive disorder (PGC2 + 23andme)			NA			European	PGC	PRIVATE	GRCh37/hg19	yes	EUR	binary	both	154649	394409	549058	2019-02-05 16:38:00	2019-05-08 15:24:28	127	149	7	mental and behavioural	major depressive disorder	disorder	29700475	2018
220	DEPR02	Depressive symptoms	http://ssgac.org/documents/DS_Full.txt.gz	NA	DS_Full.txt.gz	NA	NA	European	SSGAC	FREE	NA	yes	EUR	continuous	both	NA	NA	161460	2019-02-05 16:38:00	2019-02-05 16:38:00	82	165	7	mental and behavioural	depressive symptoms	trait	27089181	2016
221	DEPR03	Major depressive disorder (PGC1)	http://www.med.unc.edu/pgc/files/resultfiles/pgc.mdd.2012-04.zip	NA	pgc.mdd.full.2012-04.txt.gz	NA	NA	European	PGC	FREE	NCBI36/hg18	no	EUR	binary	both	9240	9519	18759	2019-02-05 16:38:00	2019-02-05 16:38:00	16	149	7	mental and behavioural	major depressive disorder	disorder	22472876	2013
222	DEPR03F	Major depressive disorder (PGC1) female	NA	NA	daner_MDD9_Female_0611.gz	NA	NA	European	PGC	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	binary	female	6118	5366	11484	2019-02-05 16:38:00	2019-02-05 16:38:00	16	149	7	mental and behavioural	major depressive disorder	disorder	22472876	2013
223	DEPR03M	Major depressive disorder (PGC1) male	NA	NA	daner_MDD9_Male_0611.gz	NA	NA	European	PGC	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	binary	male	3122	4153	7275	2019-02-05 16:38:00	2019-02-05 16:38:00	16	149	7	mental and behavioural	major depressive disorder	disorder	22472876	2013
224	DEPR04F	Major depressive disorder (CONVERGE)	http://www.med.unc.edu/pgc/files/resultfiles/converge.MDD.summary_stats.2Sep2015.tbl.gz	NA	converge.MDD.summary_stats.2Sep2015.tbl.gz	NA	NA	Han Chinese	CONVERGE	FREE	GRCh37/hg19	no	EAS	binary	female	5303	5337	10640	2019-02-05 16:38:00	2019-02-05 16:38:00	59	149	7	mental and behavioural	major depressive disorder	disorder	26176920	2015
225	DEPR06	Major depressive disorder (PGC2 + 23andme, no UKBiobank)	NA	NA	daner_pgc_mdd_meta_noukbb.gz	NA	NA	European	PGC	PRIVATE	GRCh37/hg19	no	EUR	binary	both	116404	314990	431394	2019-02-05 16:38:00	2019-02-05 16:38:00	127	149	7	mental and behavioural	major depressive disorder	disorder	29700475	2018
226	DEPR07	Major depressive disorder (PGC2, no 23andme, no UKBiobank)	NA	NA	daner_pgc_mdd_meta_no23andMe_noUKBB.gz	NA	NA	European	PGC	PRIVATE	GRCh37/hg19	no	EUR	binary	both	45591	97674	143265	2019-02-05 16:38:00	2019-02-05 16:38:00	127	149	7	mental and behavioural	major depressive disorder	disorder	29700475	2018
748	DEPR08	Major depressive disorder (PGC2, no23andme)			MDD2018_ex23andMe.gz				PGC	FREE	GRCh37/hg19	yes	EUR	binary	both	59851	113154	173005	2020-05-29 14:59:18	2020-05-29 14:59:18	127	149	7	mental and behavioural	major depressive disorder	disorder	29700475	2018
758	DEPR09	Broad depression (UKB + PGC2, no 23andMe)	https://datashare.ed.ac.uk/handle/10283/3203		PGC_UKB_depression_genome_wide.txt					FREE	NA	yes	EUR	binary	both	170756	329443	500199	2021-06-11 08:32:11	2021-06-11 08:32:11	159	149	7	mental and behavioural	major depressive disorder	disorder	30718901	2019
760	DEPR10	ICD10 Depression Biobank Japan	https://pheweb.jp/pheno/Depression	https://www.medrxiv.org/content/10.1101/2020.10.23.20213652v2

Ollie Pain reformatted before uploading:

library(data.table)
sum_auto<-fread('/users/k1806347/brc_scratch/Data/GWAS_sumstats/BBJ/hum0197.v3.BBJ.Dep.v1/GWASsummary_Depression_Japanese_SakaueKanai2020.auto.txt.gz')
sum_auto<-sum_auto[,c('CHR','POS','SNPID','Allele1','Allele2','AF_Allele2','imputationInfo','N','BETA','SE','p.value','AF.Cases','AF.Controls'),with=F]

# Note. Effect allele is A2. Flip the alleles so A1 is the allele BETA/allele frequencies correspond to.
sum_auto$Allele3<-sum_auto$Allele2
sum_auto$Allele2<-sum_auto$Allele1
sum_auto$Allele1<-sum_auto$Allele3
sum_auto$Allele3<-NULL

names(sum_auto)<-c('CHR','POS','SNP','Allele1','Allele2','FREQ','INFO','N','BETA','SE','p.value','FREQ.Cases','FREQ.Controls')

sum_auto$NCAS<-836
sum_auto$NCON<-177794
	GWASsummary_Depression_Japanese_SakaueKanai2020.auto.txt.formatted.gz					FREE	NA	no	EAS	binary	both	836	177794	178630	2021-07-02 16:15:38	2021-07-02 16:15:38	1	149	7	mental and behavioural	major depressive disorder	disorder	NA	NA
227	DIAB02	Type 2 Diabetes 2012	http://diagram-consortium.org/downloads.html	NA	DIAGRAMv3.2012DEC17.txt.gz	NA	NA	European	DIAGRAM	FREE	NCBI36/hg18	no	EUR	binary	both	12171	56862	69033	2019-02-05 16:38:00	2019-02-05 16:38:00	22	243	9	metabolism: glucose	diabetes type 2	disorder	22885922	2012
228	DIAB03	Type 2 Diabetes 2014	http://diagram-consortium.org/downloads.html	NA	diagram.mega-meta.txt.gz	NA	NA	Trans-ethnic	DIAGRAM	ON DEMAND	NA	no	MIX	binary	both	26488	83964	110452	2019-02-05 16:38:00	2019-02-05 16:38:00	39	243	9	metabolism: glucose	diabetes type 2	disorder	24509480	2014
229	DIAB05	Type-2 Diabetes 2017	http://diagram-consortium.org/downloads.html	NA	METAANALYSIS_DIAGRAM_SE1.txt.gz	NA	NA	Trans-ethnic	DIAGRAM	ON DEMAND	NA	no	MIX	binary	both	26676	132532	159208	2019-02-05 16:38:00	2019-02-05 16:38:00	113	243	9	metabolism: glucose	diabetes type 2	disorder	28566273	2017
230	DIAB06	Type-2 Diabetes 2017 BMI-adjusted	http://diagram-consortium.org/downloads.html	NA	METAANALYSIS_DIAGRAM_SE1.BMI.txt.gz	NA	NA	Trans-ethnic	DIAGRAM	ON DEMAND	NA	no	MIX	binary	both	26676	132532	159208	2019-02-05 16:38:00	2019-02-05 16:38:00	113	244	9	metabolism: glucose	diabetes type 2 adj. BMI	disorder	28566273	2017
231	DIAB07	Type 2 diabetes dominance deviation model	http://www.t2diabetesgenes.org/datasets/t2d_dom_dev.txt.gz	NA	t2d_dom_dev.txt.gz	NA	NA	European	NA	FREE	NA	no	EUR	binary	both	4040	116246	120286	2019-02-05 16:38:00	2019-02-05 16:38:00	75	245	9	metabolism: glucose	diabetes type 2 dominance dev.	disorder	26961502	2016
232	DIAR01	Diarrhea at age 1-year (d1y)	https://grasp.nhlbi.nih.gov/downloads/FullResults/2016/2016_Bustamante/2016-09-06_EAGLE_diarrhoea_d1y.txt.gz	Only children.	2016-09-06_EAGLE_diarrhoea_d1y.txt.gz	NA	NA	European	EAGLE	FREE	NA	no	EUR	binary	both	2693	3065	5758	2019-02-05 16:38:00	2019-02-05 16:38:00	89	91	14	other	diarrhoea	trait	27559109	2016
233	DIAR02	Diarrhea at age 2-year (d2y)	https://grasp.nhlbi.nih.gov/downloads/FullResults/2016/2016_Bustamante/2016-09-06_EAGLE_diarrhoea_d2y.txt.gz	Only children.	2016-09-06_EAGLE_diarrhoea_d2y.txt.gz	NA	NA	European	EAGLE	FREE	NA	no	EUR	binary	both	2855	2753	5608	2019-02-05 16:38:00	2019-02-05 16:38:00	89	91	14	other	diarrhoea	trait	27559109	2016
234	DIAR03	Doctor diagnosis of diarrhea at age 1-year (dd1y)	https://grasp.nhlbi.nih.gov/downloads/FullResults/2016/2016_Bustamante/2016-09-06_EAGLE_diarrhoea_dd1y.txt.gz	Only children.	2016-09-06_EAGLE_diarrhoea_dd1y.txt.gz	NA	NA	European	EAGLE	FREE	NA	no	EUR	binary	both	1339	5064	6403	2019-02-05 16:38:00	2019-02-05 16:38:00	89	91	14	other	diarrhoea	trait	27559109	2016
235	DIAR04	Doctor diagnosis of diarrhea at age 2-year (dd2y)	https://grasp.nhlbi.nih.gov/downloads/FullResults/2016/2016_Bustamante/2016-09-06_EAGLE_diarrhoea_dd2y.txt.gz	Only children.	2016-09-06_EAGLE_diarrhoea_dd2y.txt.gz	NA	NA	European	EAGLE	FREE	NA	no	EUR	binary	both	990	5243	6233	2019-02-05 16:38:00	2019-02-05 16:38:00	89	91	14	other	diarrhoea	trait	27559109	2016
236	EDUC01	Educational Attainment: EduYears 	http://ssgac.org/documents/EduYears_Main.txt.gz	NA	EduYears_Main.txt.gz	NA	NA	European	SSGAC	FREE	NA	yes	EUR	continuous	both	NA	NA	217568	2019-02-05 16:38:00	2019-02-05 16:38:00	84	197	7	mental and behavioural	years educational attainment	trait	27225129	2016
237	EDUC01F	Educational Attainment: EduYears Women	http://ssgac.org/documents/EduYears_Main_Women.txt.gz	NA	EduYears_Main_Women.txt.gz	NA	NA	European	SSGAC	FREE	NA	yes	EUR	continuous	female	NA	NA	122428	2019-02-05 16:38:00	2019-02-05 16:38:00	84	197	7	mental and behavioural	years educational attainment	trait	27225129	2016
238	EDUC01M	Educational Attainment: EduYears Men	http://ssgac.org/documents/EduYears_Main_Men.txt.gz	NA	EduYears_Main_Men.txt.gz	NA	NA	European	SSGAC	FREE	NA	yes	EUR	continuous	male	NA	NA	95140	2019-02-05 16:38:00	2019-02-05 16:38:00	84	197	7	mental and behavioural	years educational attainment	trait	27225129	2016
239	EDUC02	Attainment of a college or a university degree	https://grasp.nhlbi.nih.gov/downloads/FullResults/2016/2016_Davies/Davies_MP_2016.zip	NA	Davies2016_UKB_college_summary_results_22072016.txt.gz	NA	NA	European (UKBB)	UK BIOBANK	FREE	NA	yes	EUR	continuous	both	NA	NA	111114	2019-02-05 16:38:00	2019-02-05 16:38:00	80	158	7	mental and behavioural	attainment of college or university	trait	27046643	2016
240	EDUC03	Educational Attainment: EduYears 	https://www.thessgac.org/data	NA	GWAS_EA_excl23andMe.txt	NA	NA	European (UKBB)	SSGAC	FREE	NA	no	EUR	continuous	both	NA	NA	766345	2019-02-05 16:38:00	2019-02-05 16:38:00	129	197	7	mental and behavioural	years educational attainment	trait	30038396	2018
241	EDUC04	Educational Attainment: EduYears 	http://ssgac.org/documents/MA_EA_1st_stage.txt.gz	NA	MA_EA_1st_stage.txt.gz	NA	NA	European	SSGAC	FREE	NCBI36/hg18	no	EUR	continuous	both	NA	NA	106736	2019-02-05 16:38:00	2019-02-05 16:38:00	47	197	7	mental and behavioural	years educational attainment	trait	25201988	2014
242	ELEC01	Electrolytes: copper blood level	https://genepi.qimr.edu.au/contents/p/studies/2013/HMG-2013-ASA-00041%20-%20Genome-wide%20association%20study%20identifies%20loci%20affecting%20blood%20copper,%20selenium%20and%20zinc.zip	NA	Cu_autosomesX.txt.gz	NA	NA	European	NA	ON DEMAND	NA	no	EUR	continuous	both	NA	NA	2603	2019-02-05 16:38:00	2019-02-05 16:38:00	32	360	11	metabolism: other	copper	trait	23720494	2014
243	ELEC02	Electrolytes: selenium blood level	https://genepi.qimr.edu.au/contents/p/studies/2013/HMG-2013-ASA-00041%20-%20Genome-wide%20association%20study%20identifies%20loci%20affecting%20blood%20copper,%20selenium%20and%20zinc.zip	NA	SE_ALSPAC_QIMR_metal_autosomesX1.TBL.gz	NA	NA	European	NA	ON DEMAND	NA	no	EUR	continuous	both	NA	NA	12618	2019-02-05 16:38:00	2019-02-05 16:38:00	32	362	11	metabolism: other	selenium	trait	23720494	2014
244	ELEC03	Electrolytes: zinc blood level	https://genepi.qimr.edu.au/contents/p/studies/2013/HMG-2013-ASA-00041%20-%20Genome-wide%20association%20study%20identifies%20loci%20affecting%20blood%20copper,%20selenium%20and%20zinc.zip	NA	Zn_autosomesX.txt.gz	NA	NA	European	NA	ON DEMAND	NA	no	EUR	continuous	both	NA	NA	2603	2019-02-05 16:38:00	2019-02-05 16:38:00	32	363	11	metabolism: other	zinc	trait	23720494	2014
245	ELEC04	Electrolytes: iron blood level	https://genepi.qimr.edu.au/contents/p/studies/2013/GIS%20Consortium%20-%20Iron%20data%20-%20Benyamin%20et%20al%202014.zip	NA	Iron_Benyamin_NatCom_2014.txt.gz	NA	NA	European	NA	ON DEMAND	NA	no	EUR	continuous	both	NA	NA	48972	2019-02-05 16:38:00	2019-02-05 16:38:00	51	361	11	metabolism: other	iron	trait	25352340	2014
246	EPIL01	Common epilepsies	http://www.epigad.org/gwas_ilae2014/ILAE_All_Epi_11.8.14.txt.gz	NA	ILAE_All_Epi_11.8.14.txt.gz	NA	NA	European and Asian and African	ILAE	FREE	GRCh37/hg19	no	MIX	binary	both	8696	26157	34853	2019-02-05 16:38:00	2019-02-05 16:38:00	45	367	13	nervous system	common epilepsies	disorder	25087078	2014
247	EXTR01	Extraversion (item response theory)	https://www.dropbox.com/s/bk2jn41vrfl3zna/GPC-2.EXTRAVERSION.zip?dl=0	NA	GPC-2.EXTRAVERSION.full.txt.gz	NA	NA	European	GPC	FREE	GRCh37/hg19	no	EUR	continuous	both	NA	NA	63030	2019-02-05 16:38:00	2019-02-05 16:38:00	62	166	7	mental and behavioural	extraversion	trait	26362575	2015
248	EYEC01	Eye colour category	NA	NA	EC.Cat.assoc.linear.gz	NA	NA	European	NA	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	categorical	both	NA	NA	9521	2019-02-05 16:38:00	2019-02-05 16:38:00	7	135	5	eye and adnexa	eye colour category	trait	20463881	2013
249	EYEC01F	Eye colour category female	NA	NA	EC.Cat.Female.assoc.linear.gz	NA	NA	European	NA	PRIVATE	NA	no	EUR	categorical	female	NA	NA	5469	2019-02-05 16:38:00	2019-02-05 16:38:00	7	135	5	eye and adnexa	eye colour category	trait	20463881	2013
250	EYEC01M	Eye colour category male	NA	NA	EC.Cat.Male.assoc.linear.gz	NA	NA	European	NA	PRIVATE	NA	no	EUR	categorical	male	NA	NA	4052	2019-02-05 16:38:00	2019-02-05 16:38:00	7	135	5	eye and adnexa	eye colour category	trait	20463881	2013
251	EYEC02	Eye colour hue quantitative	NA	NA	EC.Quant.H.assoc.linear.gz	NA	NA	European	NA	PRIVATE	NA	no	EUR	continuous	both	NA	NA	5919	2019-02-05 16:38:00	2019-02-05 16:38:00	7	136	5	eye and adnexa	eye colour hue	trait	20463881	2013
252	EYEC02F	Eye colour hue quantitative female	NA	NA	EC.Quant.H.Female.assoc.linear.gz	NA	NA	European	NA	PRIVATE	NA	no	EUR	continuous	female	NA	NA	3317	2019-02-05 16:38:00	2019-02-05 16:38:00	7	136	5	eye and adnexa	eye colour hue	trait	20463881	2013
253	EYEC02M	Eye colour hue quantitative male	NA	NA	EC.Quant.H.Male.assoc.linear.gz	NA	NA	European	NA	PRIVATE	NA	no	EUR	continuous	male	NA	NA	2602	2019-02-05 16:38:00	2019-02-05 16:38:00	7	136	5	eye and adnexa	eye colour hue	trait	20463881	2013
254	EYEC03	Eye colour saturation quantitative	NA	NA	EC.Quant.S.assoc.linear.gz	NA	NA	European	NA	PRIVATE	NA	no	EUR	continuous	both	NA	NA	5919	2019-02-05 16:38:00	2019-02-05 16:38:00	7	137	5	eye and adnexa	eye colour saturation	trait	20463881	2013
255	EYEC03F	Eye colour saturation quantitative female	NA	NA	EC.Quant.S.Female.assoc.linear.gz	NA	NA	European	NA	PRIVATE	NA	no	EUR	continuous	female	NA	NA	3317	2019-02-05 16:38:00	2019-02-05 16:38:00	7	137	5	eye and adnexa	eye colour saturation	trait	20463881	2013
256	EYEC03M	Eye colour saturation quantitative male	NA	NA	EC.Quant.S.Male.assoc.linear.gz	NA	NA	European	NA	PRIVATE	NA	no	EUR	continuous	male	NA	NA	2602	2019-02-05 16:38:00	2019-02-05 16:38:00	7	137	5	eye and adnexa	eye colour saturation	trait	20463881	2013
257	FATM02	Fat mass anorexia-free	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FM_af_maf0.01_full.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	NA	yes	EUR	continuous	both	NA	NA	154358	2019-02-05 16:38:00	2019-02-05 16:38:00	1	92	1	anthropometric	fat mass	trait	NA	NA
258	FATM02B	Fat mass anorexia-free meta-analysis of males and females	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FM_af_maf0.01_meta_pos.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	NA	yes	EUR	continuous	both	NA	NA	154358	2019-02-05 16:38:00	2019-02-05 16:38:00	1	92	1	anthropometric	fat mass	trait	NA	NA
259	FATM02F	Fat mass anorexia-free female	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FM_af_maf0.01_female.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	NA	yes	EUR	continuous	female	NA	NA	69193	2019-02-05 16:38:00	2019-02-05 16:38:00	1	92	1	anthropometric	fat mass	trait	NA	NA
260	FATM02M	Fat mass anorexia-free male	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FM_af_maf0.01_male.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	NA	yes	EUR	continuous	male	NA	NA	85261	2019-02-05 16:38:00	2019-02-05 16:38:00	1	92	1	anthropometric	fat mass	trait	NA	NA
261	FATM03	Fat mass healthy	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FM_h_maf0.01_full.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	NA	yes	EUR	continuous	both	NA	NA	155961	2019-02-05 16:38:00	2019-02-05 16:38:00	1	92	1	anthropometric	fat mass	trait	NA	NA
262	FATM03B	Fat mass healthy meta-analysis of males and females	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FM_h_maf0.01_meta_pos.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	NA	yes	EUR	continuous	both	NA	NA	155961	2019-02-05 16:38:00	2019-02-05 16:38:00	1	92	1	anthropometric	fat mass	trait	NA	NA
263	FATM03F	Fat mass healthy female	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FM_h_maf0.01_female.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	NA	yes	EUR	continuous	female	NA	NA	70300	2019-02-05 16:38:00	2019-02-05 16:38:00	1	92	1	anthropometric	fat mass	trait	NA	NA
264	FATM03M	Fat mass healthy male	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FM_h_maf0.01_male.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	NA	yes	EUR	continuous	male	NA	NA	85165	2019-02-05 16:38:00	2019-02-05 16:38:00	1	92	1	anthropometric	fat mass	trait	NA	NA
265	FATM04	Fat mass	https://phenviz.navigome.com/downloads	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FM_c_maf0.01_full.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	NA	yes	EUR	continuous	both	NA	NA	353972	2019-02-05 16:38:00	2019-02-05 16:38:00	1	92	1	anthropometric	fat mass	trait	NA	NA
266	FATM04B	Fat mass meta-analysis of males and females	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FM_c_maf0.01_meta_pos.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	NA	yes	EUR	continuous	both	NA	NA	353972	2019-02-05 16:38:00	2019-02-05 16:38:00	1	92	1	anthropometric	fat mass	trait	NA	NA
267	FATM04F	Fat mass female	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FM_c_maf0.01_female.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	NA	yes	EUR	continuous	female	NA	NA	180365	2019-02-05 16:38:00	2019-02-05 16:38:00	1	92	1	anthropometric	fat mass	trait	NA	NA
268	FATM04M	Fat mass male	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FM_c_maf0.01_male.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	NA	yes	EUR	continuous	male	NA	NA	173203	2019-02-05 16:38:00	2019-02-05 16:38:00	1	92	1	anthropometric	fat mass	trait	NA	NA
667	FATM05B	Fat mass healthy meta-analysis (not alcohol/smoking-adjust)			FM.healthy.meta.excl.alc.smoke.se1.cor.TBL.gz					FREE	NA	yes	EUR	continuous	both	NA	NA	155961	2019-05-21 16:20:41	2019-05-21 16:20:41	1	92	1	anthropometric	fat mass	trait	NA	NA
269	FATT04	N-6 Fatty Acids: 20:4n6 (arachidonic acid)	https://www.msi.umn.edu/~wguan/CHARGE_N6GWAS/N6meta2041.tbl.gz	NA	N6meta2041.tbl.gz	NA	NA	European	CHARGE	FREE	NA	no	EUR	continuous	both	NA	NA	8631	2019-02-05 16:38:00	2019-02-05 16:38:00	42	248	10	metabolism: lipids	arachidonic acid	biomarker	24823311	2014
270	FATT06	Ratio of bisallylic groups to double bonds	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_Bis.DB.ratio.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	13524	2019-02-05 16:38:00	2019-02-05 16:38:00	77	249	10	metabolism: lipids	bisallylic groups to double bonds ratio	biomarker	27005778	2016
271	FATT07	Ratio of bisallylic groups to total fatty acids	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_Bis.FA.ratio.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	13171	2019-02-05 16:38:00	2019-02-05 16:38:00	77	250	10	metabolism: lipids	bisallylic groups to fatty acids ratio	biomarker	27005778	2016
272	FATT10	22:6, docosahexaenoic acid	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_DHA.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	13499	2019-02-05 16:38:00	2019-02-05 16:38:00	77	276	10	metabolism: lipids	docosahexaenoic acid	biomarker	27005778	2016
273	FATT13	Average number of double bonds in a fatty acid chain	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_DB.in.FA.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	15728	2019-02-05 16:38:00	2019-02-05 16:38:00	77	277	10	metabolism: lipids	double bonds in fatty acid chain	biomarker	27005778	2016
274	FATT15	Description of average fatty acid chain length, not actual carbon number	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_FALen.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	13476	2019-02-05 16:38:00	2019-02-05 16:38:00	77	278	10	metabolism: lipids	fatty acid chain length	biomarker	27005778	2016
275	FATT18	18:2, linoleic acid (LA)	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_LA.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	13527	2019-02-05 16:38:00	2019-02-05 16:38:00	77	289	10	metabolism: lipids	linoleic acid	biomarker	27005778	2016
276	FATT20	Average number of methylene groups in fatty acid chain	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_CH2.in.FA.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	19021	2019-02-05 16:38:00	2019-02-05 16:38:00	77	290	10	metabolism: lipids	methylene groups in fatty acid chain	biomarker	27005778	2016
277	FATT21	Average number of methylene groups per a double bond	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_CH2.DB.ratio.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	13532	2019-02-05 16:38:00	2019-02-05 16:38:00	77	291	10	metabolism: lipids	methylene groups per double bond	biomarker	27005778	2016
